category,description,image_urls,name,sku
Algae,"Organically Grown
Green Dietary Supplement
 Red Marine Algae (Dulse) is often referred to as a sea vegetable. Research suggests that the sulfated polysaccharides in red marine algae may provide nutritional support for immune health.","https://s3.images-iherb.com/sng/sng36424/t/0.jpg,https://s3.images-iherb.com/sng/sng36424/t/1.jpg","Sunny Green, Red Marine Algae, 60 Tablets",SNG-36424
Spirulina,"100% Vegetarian
Green Superfood for Longevity
California Grown
Dietary Supplement
Non-GMO Project Verified
Kosher
Antioxidant Protection
Cardiovascular Health
Eye & Brain Health
Immune Defense
Anti-Aging Benefits
Cellular Health
Eat your Spirulina greens for good health! One serving of Earthrise Spirulina Natural is equivalent to 3-4 servings of common fruit and vegetables in terms of antioxidant content (beta-carotene).","https://s3.images-iherb.com/etr/etr21000/t/5.jpg,https://s3.images-iherb.com/etr/etr21000/t/6.jpg","Earthrise, Spirulina Natural Powder, 3.2 oz (90 g)",ETR-21000
Chlorella,"Version 1:1
Broken Cell Wall Chlorella
Certified Vegan 
TruGanic Verified 
Kosher Pareve
Supports cellular repair.
Supports cellular detoxification.
Promotes optimal immune function.
Supports growth of beneficial intestinal bacteria.
Supports free radical neutralization.
Supports oxygen utilization efficiency in cells and thus may improve exercise performance and stamina.
Magnetic
Vibrational
Source of full-spectrum, non-toxic, absorbable nutrients and compounds, including 50-60% protein.","https://s3.images-iherb.com/hfc/hfc00075/t/4.jpg,https://s3.images-iherb.com/hfc/hfc00075/t/5.jpg","HealthForce Superfoods, Chlorella Manna, 10.58 oz (300 g)",HFC-00075
Amla,"Non GMO | Organic | Gluten Free
USDA Organic
An Ancient Ayurvedic Herb
Dietary Supplement
Tannins
Anti-Oxidants
Amla Plus is Certified 100% Organic by QAI
Kosher
Amla is the most revered herb in ancient Ayurvedic Medicine. It is a naturally bitter, whole food source of true vitamin C and tannins. Pure Planet selects only the finest Amalaki fruit and delivers it in our proprietary blend for nutritional balance and effect.","https://s3.images-iherb.com/obn/obn86402/t/8.jpg,https://s3.images-iherb.com/obn/obn86402/t/9.jpg","Pure Planet, Amla Plus, 500 mg, 500 Tablets",OBN-86402
Spirulina,"Health Force SuperFoods
Spirulina is a Hard-Core Blue-Green Algae and Probably the Worlds Single  #1 SuperFood
Incredible Source of Full Spectrum, Non-Toxic, Absorbable Nutrients and Compounds Including 60-70% Protein.
100% TruGanic
Supports Immune System Function, Blood Sugar & Kidney Function
Raw Food 
Exclusive Eco-Fresh Nutrient Lock Packaging
Vegan Earth Health Compassion
Spirulina is a Water-Green Algae that grows grown. 100% vegetable in fresh water lakes plankton. It is a blue-throughout the world.","https://s3.images-iherb.com/hfc/hfc00004/t/1.jpg,https://s3.images-iherb.com/hfc/hfc00004/t/2.jpg","HealthForce Superfoods, Spirulina Manna, Nature's Best Protein Powder, 16 oz, 1 lb (453.5 g)",HFC-00004
Spirulina,"100% Vegetarian
Green Superfood for Longevity
California Grown
Non-GMO Project Verified
Dietary Supplement
Kosher
Antioxidant Protection
Cardiovascular Health
Eye & Brain Health
Immune Defense
Anti-Aging Benefits
Cellular Health
Eat your Spirulina greens for good health! One serving of Earthrise Spirulina Natural is equivalent to 3-4 servings of common fruit and vegetables in terms of antioxidant content (beta-carotene).","https://s3.images-iherb.com/etr/etr12000/t/7.jpg,https://s3.images-iherb.com/etr/etr12000/t/8.jpg","Earthrise, Spirulina Natural, 500 mg, 180 Tablets",ETR-12000
Chlorella,"Innovative Nutrition
Immune Detox with Russian Choice Immune
Hypoallergenic
Dietary Supplement
KingChlorella combines freshwater-grown Chlorella pyrenoidosa with Lactobacillus rhamnosus lysate powder (Russian Choice Immune). The chlorella's cell walls are fractured with a unique process to make the nutrient content more available without damaging it.","https://s3.images-iherb.com/arg/arg55650/t/4.jpg,https://s3.images-iherb.com/arg/arg55650/t/5.jpg","Nutricology, King Chlorella, 600 Chewable Tablets",ARG-55650
Spirulina,"100% Vegetarian
Green Superfood for Longevity
California Grown
Dietary Supplement
Non GMO Project Verified
Kosher
Antioxidant protection
Cardiovascular health
Eye & brain health
Immune defense
Anti-aging benefits
Cellular health
Earthrise Spirulina Natural","https://s3.images-iherb.com/etr/etr52008/t/3.jpg,https://s3.images-iherb.com/etr/etr52008/t/4.jpg","Earthrise, Spirulina Natural Powder, 6.4 oz (180 g)",ETR-52008
Chlorella,"Premium Herbal
Broken Cell Wall
410 mg Per Cap
Dietary Supplement
Certified Authentic Tru-ID
Gluten Free
Vegetarian
Health through the power of nature, that's what it means to Trust the Leaf.","https://s3.images-iherb.com/nwy/nwy11850/t/5.jpg,https://s3.images-iherb.com/nwy/nwy11850/t/6.jpg","Nature's Way, Chlorella, Micro-Algae, 410 mg, 100 Vegetarian Capsules",NWY-11850
Amla,"An Ancient Ayurvedic Herb with Tannins & Antioxidants
Dietary Supplement
Gluten Free
USDA Organic
Non-GMO
Vegan
Certified 100% Organic by QAI
Kosher
Amla is the most revered herb in ancient Ayurvedic Medicine. It is  a naturally bitter, whole food source of true vitamin C and tannins. Pure  Planet selects only the finest Amalaki fruit and delivers it in our proprietary  blend for nutritional balance and effect.","https://s3.images-iherb.com/obn/obn86410/t/10.jpg,https://s3.images-iherb.com/obn/obn86410/t/11.jpg","Pure Planet, Organic Amla Plus, 114 g",OBN-86410
Spirulina,"Green Superfood for Longevity
California Grown
Dietary Supplement
Antioxidant protection
Cardiovascular health
Eye & brain health
Immune defense
Anti-aging benefits
Cellular health
Earthrise Spirulina Natural","https://s3.images-iherb.com/etr/etr02202/t/5.jpg,https://s3.images-iherb.com/etr/etr02202/t/6.jpg","Earthrise, Spirulina Natural, 600 mg, 150 Capsules",ETR-02202
Chlorella,"Chlorella Dietary Supplement
The Only Chlorella Pulverized by DYNO-Mill 
GMP
Certified Gluten-Free 
Excellent Source of Active B12
Nature's Perfect Superfood 
For over 40 years, our commitment to quality and purity has secured Sun Chlorella Corp. as a worldwide industry leader of chlorella. ","https://s3.images-iherb.com/scc/scc01512/t/5.jpg,https://s3.images-iherb.com/scc/scc01512/t/6.jpg","Sun Chlorella, Sun Chlorella A, 500 mg, 600 Tablets",SCC-01512
Spirulina,"Dietary Supplement
USDA Organic 
Kosher 
Certified Organic by Organic Certifiers, Inc. 
Over 60% protein with a complete spectrum of Amino Acids 
High in Vitamin A, B12, and K
Good source of Iron 
Phycocyanin for free radical protection 
Helps oxygenate and protect cells 
Spirulina is  a nutrient-dense blue green algae (cyanobacteria) that has been used as a whole  food by various cultures around the world for thousands of years. Ojio Organic  Spirulina is harvested in India from a pure strain of Spirulina platensis and  is processed in a carefully controlled certified organic system. Our spirulina  is then tableted and packaged without the addition of binders, preservatives,  or other agents, with care taken to protect quality and nutrients. ","https://s3.images-iherb.com/oji/oji00704/t/8.jpg,https://s3.images-iherb.com/oji/oji00704/t/9.jpg","Ojio, Organic Spirulina, 500 mg, 500 Tablets",OJI-00704
Spirulina,"Green Food
Premium Quality
Dietary Supplement
Discussion: LifeTime Hawaiian Spirulina is a high quality micro algae whole food source that is 60% vegetable protein, containing naturally occurring vitamins, minerals and amino acids, along with powerful antioxidants. Spirulina contains green food phytonutrients, phytonutrients, phycocyanin, chlorophyll, mixed carotenoids, gamma, linolenic acid, glycolipids, sulfolipids and polysaccharides. ","https://s3.images-iherb.com/lif/lif20008/t/0.jpg,https://s3.images-iherb.com/lif/lif20008/t/1.jpg","LifeTime Vitamins, Hawaiian Spirulina, 600 mg, 90 Vegetarian Capsules",LIF-20008
Spirulina,"Premium Herbal 
Non GMO Project Verified 
Dietary Supplement 
Certified Authentic   - Tru-ID 
Vegetarian 
Health through the power of nature, that's what it means to Trust the Leaf. ","https://s3.images-iherb.com/nwy/nwy17200/t/3.jpg,https://s3.images-iherb.com/nwy/nwy17200/t/4.jpg","Nature's Way, Spirulina Micro-Algae, 380 mg, 100 Vegetarian Capsules",NWY-17200
Chlorella,"Green SuperFood
Naturally Occurring Chlorophyll & Beta Carotene
Broken Cell Wall Algae
Vegetarian/Vegan
Non-GMO 
Botanical/Herbs 
Family Owned Since 1968 
GMP-Quality Assured
NOW Chlorella delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02628/t/7.jpg,https://s3.images-iherb.com/now/now02628/t/8.jpg,https://s3.images-iherb.com/now/now02628/t/9.jpg","Now Foods, Chlorella, 400 mg, 100 Veg Capsules",NOW-02628
Chlorella,"Nature's Richest Source of Nutrient-Dense Chlorophyll
100% Organic & Pure - No Binders, Additives or Fillers
Nutrient-Rich Superfoods - Natural, Energizing, Nourishing
Broken Cell Wall for Optimum Absorption
Nourish - Energize - Rejuvenate - Detoxify
USDA Organic
Non GMO - Certified Organic
Natural Vegan Product
Raw
Gluten Free
Soy Free
Kosher
Certified Organic by QAI
Natural source of chlorophyll, protein, antioxidants, essential fatty acids, vitamins, minerals, & Chlorella Growth Factor.
Boosts energy levels & supports a healthy immune system.
Protects against free radical damage & premature aging.
Stimulates cellular repair & regeneration
Assists in eliminating toxins, heavy metals and radiation.
Helps alleviate digestive & inflammatory conditions.
One of the original ""whole food"" supplements, Chlorella is known for its nutritive and restorative properties. Our special low-light, low-temperature method of breaking the cell wall delivers maximum nutrient availability.","https://s3.images-iherb.com/gfc/gfc20415/t/10.jpg,https://s3.images-iherb.com/gfc/gfc20415/t/11.jpg","Green Foods Corporation, Organic Chlorella, 500 mg, 120 Tablets",GFC-20415
Chlorella,"Dietary Supplement
USDA Organic 
Kosher 
Certified Organic by Organic Certifiers, Inc. 
Over 60% protein with a complete spectrum of Amino Acids 
High in Vitamin D, K, and Iron
Broken cell wall utilizing a gentle pressure release method to unlock nutrients 
Contains phytronutrients and chlorophyll to help oxygenate and protect cells 
Chlorella is a single-cell green algae with a broad range of vitamins, minerals and phytonutrients. Ojio Organic Chlorella is cultivated in Taiwan using pure nutrient-rich water, in a carefully controlled certified organic system. Our chlorella is then tableted and packaged without the addition of binders, preservative, or other agents, with care taken to protect quality and nutrients. ","https://s3.images-iherb.com/oji/oji05084/t/16.jpg,https://s3.images-iherb.com/oji/oji05084/t/17.jpg","Ojio, Organic Chlorella, 250 mg, 1000 Tablets",OJI-05084
Spirulina,"Supports A Healthy Immune System
With Gigartina & Dumotiaceae
Dietary Supplement
Non-GMO
Vegan
Red Marine Algae Plus is a synergistic blend of rare red and blue green algae. The ""sulphated polysaccahrides"" contained in Pure Planet's proprietary dumontiaceae/gigartina complex support a healthy immune response. Red Marine Algae is a fast acting and 100% natural. It is naturopathic option to support a healthy immune system.","https://s3.images-iherb.com/obn/obn87000/t/14.jpg,https://s3.images-iherb.com/obn/obn87000/t/15.jpg","Pure Planet, Red Marine Algae Plus, 90 Vegetarian Capsules",OBN-87000
Chlorella,"Green Superfood
Naturally Occurring Chlorophyll & Beta-Carotene
Broken Cell Wall Algae 
USDA Organic
Vegetarian/Vegan
Non-GMO
Botanicals/Herbs
Family Owned Since 1968
Certified Organic by QAI
GMP Quality Assured
NOW Chlorella delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02638/t/5.jpg,https://s3.images-iherb.com/now/now02638/t/6.jpg","Now Foods, Certified Organic Chlorella, Pure Powder, 1 lb (454 g)",NOW-02638
Chlorella,"Green Superfood
Naturally Occurring Chlorophyll & Beta-Carotene
Broken Cell Wall Algae
USDA Organic
Vegetarian - Vegan
Non-GMO
Botanicals/Herbs
Family Owned Since 1968
GMP Quality Assured
Certified Organic by QAI
NOW Chlorella delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02636/t/4.jpg,https://s3.images-iherb.com/now/now02636/t/5.jpg,https://s3.images-iherb.com/now/now02636/t/6.jpg","Now Foods, Certified Organic Chlorella, Pure Powder, 4 oz (113 g)",NOW-02636
Spirulina,"Pure - Non-GMO
Nutrient Rich Superfood
Rich in Beta-Carotene (Vit. A) & B-12
Naturally Occurring GLA & Chlorophyll
USDA Organic
Vegetarian/Vegan
Botanicals / Herbs
Family Owned Since 1968
Certified Organic by QAI
Quality Assured GMP
NOW Spirulina delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02714/t/6.jpg,https://s3.images-iherb.com/now/now02714/t/7.jpg","Now Foods, Certified Organic Spirulina Powder, 1 lb (454 g)",NOW-02714
Chlorella,"Nature's Perfect Superfood 
Chlorella Dietary Supplement 
The Only Chlorella Pulverized by DYNO- Mill 
GMP 
Certified Gluten-Free 
Excellent Source of Active B12 
For over 40 years, our commitment to quality and purity has secured Sun Chlorella Corp. as a worldwide industry leader of chlorella. ","https://s3.images-iherb.com/scc/scc01511/t/4.jpg,https://s3.images-iherb.com/scc/scc01511/t/5.jpg","Sun Chlorella, A, 500 mg, 120 Tablets",SCC-01511
Spirulina,"All Natural
Pure Hawaiian
Nature's Multi-Vitamin
100% Vegan
Dietary Supplement
Supports Total Health for Longevity
Made with Aloha
Non GMO Project Verified
Pure Hawaiian Spirulina Pacifica is packed with nutrients and promotes a variety of health benefits: boosts energy, supports cardiovascular health, supports eye & brain health and boosts immunity. Hawaiian Spirulina Pacifica is the only Spirulina grown with deep sea water providing essential trace minerals & elements. Our patented Ocean Chill Drying technology to ensures maximum nutrient levels. Grown in a Biosecure Zone, our Spirulina is free of pesticides, herbicides, gluten and lactose. Non-GMO Project Verified. Ideal for vegans.",,"Nutrex Hawaii, Pure Hawaiian Spirulina Pacifica, Nature's Multi-Vitamin, 500 mg, 100 Tablets",NHI-01001
Chlorella,"Dietary Supplement
Dr. Mercola has been providing quality products since 2001.","https://s3.images-iherb.com/mcl/mcl01585/t/13.jpg,https://s3.images-iherb.com/mcl/mcl01585/t/14.jpg","Dr. Mercola, Fermented Chlorella, 450 Tablets",MCL-01585
Kelp,"Since 1972
Advanced Botanical Fingerprint Technology
Promotes Healthy Thyroid Function 
Full Spectrum Herb
Ascorphyllum Nodosum 
Supports Healthy Thyroid Hormone Production
Antioxidant Benefits 
Natural Source of Iodine 
Discover Nature's Answer and trust the Difference...
Dietary Supplement
Holistically Balanced
Cruelty Free
Not Tested on Animals
Kosher Parve
A Trusted, Ethical, Family-Owned and Operated Business Since 1972
We Follow Good Manufacturing Practices, Our Facility is cGMP Certified 
Over 100 Quality Control Checkpoints in Every Bottle
Vertically Integrated: Allows for the Highest Quality at the Best Possible Price
Proudly Based in the USA...Responsibly and with Love
The Genius of Mother Nature in Every Bottle - Just as She Intended","https://s3.images-iherb.com/nta/nta16290/t/6.jpg,https://s3.images-iherb.com/nta/nta16290/t/7.jpg,https://s3.images-iherb.com/nta/nta16290/t/8.jpg","Nature's Answer, Kelp Thallus, 100 Veggie Capsules",NTA-16290
Chlorella,"Dietary Supplement
Kosher 
Over 60% protein with a complete spectrum of amino acids 
High in Vitamin D and K, good source of iron
Phytonutrients and chlorophyll to help oxygenate and protect cells. 
Antioxidant phycocyanin 
Ojio Chlorella-Spirulina tablets are an easy way to get the benefits of both these potent nutrient sources on one serving. Our broken cell wall chlorella contains a broad range of vitamins, minerals and phytonutrients, including an abundance of chlorophyll. Spirulina   contains phycocyanin, delivering antioxidant power to help protect against free radical damage. Our chlorella and spirulina are both cultivated in controlled systems and are tableted without binders to maintain purity and nutrients. ","https://s3.images-iherb.com/oji/oji00312/t/16.jpg,https://s3.images-iherb.com/oji/oji00312/t/17.jpg","Ojio, Chlorella Spirulina, 50/50 Blend, 250 mg , 1000 Tablets",OJI-00312
Algae,"Vegetarian Calcium
Joint Health
Calcium, Magnesium and Trace Minerals Derived from Red Marine Algae
Plus Vegetarian Vitamin D-2
Aquamin TG
A Dietary Supplement
Vegetarian - Vegan
Non-GMO
Minerals
Family Owned Since 1968
GMP Quality Assured
Aquamin is mineral blend derived from red algae harvested off the coasts of Ireland and Iceland. Aquamin is an excellent vegetarian source of bioavailable Calcium and Magnesium with over 70 additional important trace minerals. Research indicates that this multi-mineral complex may support proper bone mineralization and helps to regulate key factors involved in the normal immune system response to typical joint usage. Clinical studies demonstrate that Aquamin can help to support joint comfort and mobility. A vegetarian-friendly Vitamin D-2 is added to this formula to further support bone health.","https://s3.images-iherb.com/now/now01538/t/5.jpg,https://s3.images-iherb.com/now/now01538/t/6.jpg,https://s3.images-iherb.com/now/now01538/t/7.jpg","Now Foods, Red Mineral Algae, 180 Veg Capsules",NOW-01538
Sea Vegetables,"Excellent Source of Iodine
Now a Blend
USDA Organic
Low Sodium Salt Alternative
Certified Organic by OCIA
""Kelp"" is a common name that includes many seaweed species. Sea vegetables contain a wide array of minerals and trace elements absorbed readily from seawater. They deliver these minerals in colloidal, chelated forms for easier absorption in the body. This kelp blend (Alaria esculenta and Ascophyllum nodosum) is sustainably harvested in the nutrient-dense Gulf of Maine using Organic Standards for wild sea vegetables. They are then dried and milled-nothing added or removed. Both are ""brown seaweeds:, rich in minerals, iodine, and a host of bioactive compounds including fucoidans, antioxidants and alginates.","https://s3.images-iherb.com/mcv/mcv12373/t/4.jpg,https://s3.images-iherb.com/mcv/mcv12373/t/5.jpg","Maine Coast Sea Vegetables, Organic, Sea Seasonings, Kelp Granules, 1.5 oz (43 g)",MCV-12373
Spirulina,"100% Vegetarian
Green Superfood for Longevity
California Grown
Dietary Supplement
Non GMO Project Verified
Kosher
Antioxidant protection
Cardiovascular health
Eye & brain health
Immune defense
Anti-aging benefits
Cellular health
Eat your spirulina greens for good health! One serving of Earthrise Spirulina Natural is equivalent to 3-4 servings of common fruit and vegetables in terms of antioxidant content (beta-carotene).","https://s3.images-iherb.com/etr/etr12500/t/8.jpg,https://s3.images-iherb.com/etr/etr12500/t/9.jpg","Earthrise, Spirulina Natural, 500 mg, 360 Tablets",ETR-12500
Chlorella,"""In Superfoods We Trust""
Kosher
Non GMO Project Verified
USDA Organic
Raw and Wholesome Food for Vibrant Living
Cold Processed
Ultrasound Shattered Cell Wall
No Additives, Preservatives or Fillers
Certified Organic by Organic Certifiers
Chlorella Powder is a Superfood powder perfect for adding a green boost to any routine. Our powder is 100% pure chlorella, no additives, no preservatives or fillers. Chlorella is grown is pure fresh water and strong sunlight.","https://s3.images-iherb.com/eor/eor01503/t/3.jpg,https://s3.images-iherb.com/eor/eor01503/t/4.jpg","Earth Circle Organics, Organic Chlorella Powder, 4 oz (113.4 g)",EOR-01503
Spirulina,"Since 1947
(Plant Plankton)
Overall Well-Being
Non-GMO
Gluten, Wheat & Dairy Free
Suitable for Vegans
Kosher Parve
Dietary Supplement
Spirulina is a microscopic plant organism made directly by the interaction of sunlight and water (photosynthesis). It is a concentrated nutrient dense whole food.","https://s3.images-iherb.com/sol/sol02661/t/43.jpg,https://s3.images-iherb.com/sol/sol02661/t/44.jpg","Solgar, Spirulina, 750 mg, 250 Tablets",SOL-02661
Spirulina,"Since 1972
Discover Nature’s Answer and Trust the Difference…
Advanced Botanical Fingerprint Technology
Arthrospira Platensis Algae
Vegetarian
Vegan
Dietary Supplement
Holistically Balanced
Cruelty-Free
Not Tested on Animals
Kosher Parve
Tested & Verified
Identified for Authenticity
Holistically Balanced
A Trusted, Ethical, Family-Owned and Operated Business Since 1972
Our Facility is NSF GMP Certified, Organic and Kosher Certified
Over 100 Quality Control Checkpoints in Every Bottle
 Allows For The Highest Quality at The Best Possible Price
Proudly Made In The USA…Responsibly and With Love
The Genius of Mother Nature in Every Bottle - Just as She Intended","https://s3.images-iherb.com/nta/nta16338/t/5.jpg,https://s3.images-iherb.com/nta/nta16338/t/6.jpg","Nature's Answer, Spirulina, 800 mg, 90 Vegetarian Capsules",NTA-16338
Spirulina,"Nutrient Rich Superfood
Non-GMO
Vegetarian / Vegan 
Botanical / Herbs
Family Owned Since 1968 
GMP Quality Assured 
NOW Spirulina delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02702/t/5.jpg,https://s3.images-iherb.com/now/now02702/t/6.jpg,https://s3.images-iherb.com/now/now02702/t/7.jpg","Now Foods, Natural Spirulina, 500 mg, 120 Veg Capsules",NOW-02702
Kelp,"Serving Scoop Enclosed!
 Super Green 
Supports Healthy Thyroid Function
Excellent Source of Iodine
USDA Organic
A Dietary Supplement
Vegetarian/Vegan
Non-GMO
Kosher
Botanicals/Herbs
Family Owned Since 1968
Certified Organic by QAI
GMP Quality Assured
NOW Kelp delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02676/t/9.jpg,https://s3.images-iherb.com/now/now02676/t/10.jpg","Now Foods, Organic Kelp, Pure Powder, 8 oz (227 g)",NOW-02676
Chlorella,"Since 1947
Dietary Supplement
Kosher Parve
Suitable for Vegetarians
Herb
Solgar's Broken Cell-Wall Chlorella offers exceptional digestibility for maximum absorption and utilization of the single-cell algae's constituents.","https://s3.images-iherb.com/sol/sol03818/t/3.jpg,https://s3.images-iherb.com/sol/sol03818/t/4.jpg","Solgar, Chlorella (Broken Cell-Wall), 100 Veggie Caps",SOL-03818
Kelp,"Since 1994
Herbal Supplement
Natural Source of Iodine
Made With Organic Kelp
Verified Non-GMO Ingredients*
Gluten Free
Certified Organic by Oregon Tilth (OTCO)
Kelp is chock-full of nutrients including iodine, which is greatly appreciated in trace amounts by your thyroid. In fact, Kelp is one of the most nutrient-rich algae on the planet. And it's been used in Traditional Chinese Medicine for over 5,000 years to support strong thyroid function, among other things.","https://s3.images-iherb.com/owh/owh00429/t/4.jpg,https://s3.images-iherb.com/owh/owh00429/t/5.jpg","Oregon's Wild Harvest, Kelp, 90 Gelatin Capsules",OWH-00429
Kelp,"Premium Herbal
Non-GMO Project Verified
Dietary Supplement 
Certified Authentic Tru-ID 
Vegetarian 
Gluten Free
Health through the power of nature, that's what it means to Trust the Leaf. ","https://s3.images-iherb.com/nwy/nwy14508/t/20.jpg,https://s3.images-iherb.com/nwy/nwy14508/t/21.jpg","Nature's Way, Kelp, 600 mg, 180 Vegetarian Capsules",NWY-14508
Chlorella,"Green Superfood
Naturally Occurring Chlorophyll & Beta-Carotene
Broken Cell Wall Algae
Vegetarian/Vegan
Botanicals/Herbs
Family Owned Since 1968
GMP Quality Assured
NOW Chlorella delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02632/t/7.jpg,https://s3.images-iherb.com/now/now02632/t/8.jpg","Now Foods, Chlorella, 1000 mg, 120 Tablets",NOW-02632
Spirulina,"Nutrient Rich Superfood
Non-GMO
USDA Organic
Vegetarian/Vegan
Kosher
Botanical/Herbs
Family Owned Since 1968
Certified Organic by QAI
500 mg Spirulina Per Tablet
3,000 mg Spirulina Per 6 Tablets Serving
GMP Quality Assured
NOW Spirulina now delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02698/t/0.jpg,https://s3.images-iherb.com/now/now02698/t/3.jpg","Now Foods, Certified Organic Spirulina, 500 mg, 200 Tablets",NOW-02698
Kelp,"150 mcg of Natural Iodine
Supports Healthy Thyroid Function
Easier to Swallow Tablet 
Non-GMO
Kosher
A Dietary Supplement 
Vegetarian/Vegan 
Botanicals/Herbs
Family Owned Since 1968 
GMP Quality Assured
NOW Kelp delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02680/t/3.jpg,https://s3.images-iherb.com/now/now02680/t/4.jpg,https://s3.images-iherb.com/now/now02680/t/5.jpg","Now Foods, Kelp, 150 mcg, 200 Tablets",NOW-02680
Kelp,"325 mcg of Natural Iodine
Super Green 
Supports Healthy Thyroid Function
Non-GMO
A Dietary Supplement
Vegetarian/Vegan
Kosher 
Botanicals/Herbs
Family Owned Since 1968
GMP Quality Assured
NOW Kelp delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02675/t/8.jpg,https://s3.images-iherb.com/now/now02675/t/9.jpg","Now Foods, Kelp, 250 Veg Capsules",NOW-02675
Iodine,"Foundation for Longer Life
Iodine with Sea Plant Complex
Dietary Supplement
For decades, Americans have been told to avoid table salt.  But when iodized table salt is reduced, people can unknowingly lower their  iodine intake to suboptimal levels. Analyses from the National Health and  Nutrition Examination Survey (NHANES) show that urinary iodine levels have  plummeted since the 1970s.","https://s3.images-iherb.com/lex/lex17406/t/43.jpg,https://s3.images-iherb.com/lex/lex17406/t/44.jpg","Life Extension, Sea-Iodine, 1,000 mcg, 60 Vegetarian Capsules",LEX-17406
Spirulina,"Nature's Superfood Supplement
Halal
Kosher
Certified Vegan
Certified Gluten-Free
100% Vegan
Dietary Supplement
Non GMO Project Verified
Hawaiian Spirulina Pacifica strengthens the immune system and supports cardiovascular health, as well as nourishes the body and supports a healthy lifestyle. Our spirulina is grown on the sunny coast of Kona, Hawaii in fresh Hawaiian aquifer water without using pesticides or herbicides. Our Ocean Chill Drying technology ensures maximum nutrient levels of vitamins, minerals, antioxidants and phytonutrients. For over 35 years, our unique farm to bottle process and rigorous quality control produces pure, high-quality spirulina from a source you can trust. ","https://s3.images-iherb.com/nhi/nhi01004/t/9.jpg,https://s3.images-iherb.com/nhi/nhi01004/t/10.jpg","Nutrex Hawaii, Pure Hawaiian Spirulina, 500 mg, 400 Tablets",NHI-01004
Spirulina,"® 
 Ultra-Nourishing Green Superfood
Sourced From Blue-Green Algae Industry Leader Parry Nutraceuticals
Certified Organic by Oregon Tilth, USP Verified & USDA Organic
A Great Source of Protein, Amino Acids, Fatty Acids, Vitamins & Minerals*
Rich with Phytonutrients such as Phycocyanin & Chlorophyll*
Naturally Occurring Antioxidants such as the Carotenoids Beta-Carotene & Zeaxanthin*
720 Tablets Suitable For Vegetarian
Produced in a 3rd Party Audited cGMP Registered (Certified) Facility
Formulated to Contain: No Gluten – No GMOs – No Soy
100% Gold Guarantee
Spirulina is one of the most nutritious and concentrated food sources in the world.  ","https://s3.images-iherb.com/cgn/cgn01176/t/1.jpg,https://s3.images-iherb.com/cgn/cgn01176/t/6.jpg,https://s3.images-iherb.com/cgn/cgn01176/t/0.jpg,https://s3.images-iherb.com/cgn/cgn01176/t/9.jpg","California Gold Nutrition, Organic Spirulina, USDA Certified, 500 mg, 720 Tablets",CGN-01176
Spirulina,"Nutrient Rich Superfood
Non-GMO
USDA Organic 
Vegetarian/Vegan
Kosher 
Botanicals/Herbs
Family Owned Since 1968
GMP Quality Assured 
Certified Organic by QAI 
NOW Spirulina delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02704/t/8.jpg,https://s3.images-iherb.com/now/now02704/t/9.jpg,https://s3.images-iherb.com/now/now02704/t/10.jpg","Now Foods, Certified Organic Spirulina, 500 mg, 180 Tablets",NOW-02704
Spirulina,"Nutrient Rich Superfood
Double Strength
USDA Organic
Non-GMO
Vegetarian/Vegan
Botanicals/Herbs
Family Owned Since 1968
Certified Organic by QAI
GMP Quality Assured
NOW Spirulina delivers the natural nutrient profile found in Genuine Whole Foods.","https://s3.images-iherb.com/now/now02715/t/7.jpg,https://s3.images-iherb.com/now/now02715/t/8.jpg","Now Foods, Certified Organic, Spirulina, 1000 mg, 120 Tablets",NOW-02715
